(7, 17),N,{(7, 19): 0.2, (7, 18): 0.8}
(5, 14),W,{(3, 14): 0.2, (4, 14): 0.8}
(17, 16),N,{(17, 18): 0.2, (17, 17): 0.8}
(17, 16),S,{(17, 14): 0.2, (17, 15): 0.8}
(17, 16),E,{(19, 16): 0.2, (18, 16): 0.8}
(17, 16),W,{(15, 16): 0.2, (16, 16): 0.8}
(9, 12),N,{(9, 14): 0.2, (9, 13): 0.8}
(9, 12),S,{(9, 10): 0.2, (9, 11): 0.8}
(9, 12),E,{(11, 12): 0.2, (10, 12): 0.8}
(9, 12),W,{(7, 12): 0.2, (8, 12): 0.8}
(6, 6),N,{(6, 8): 0.2, (6, 7): 0.8}
(6, 6),S,{(6, 4): 0.2, (6, 5): 0.8}
(6, 6),E,{(8, 6): 0.2, (7, 6): 0.8}
(6, 6),W,{(4, 6): 0.2, (5, 6): 0.8}
(20, 8),N,{(20, 10): 0.2, (20, 9): 0.8}
(20, 8),S,{(20, 6): 0.2, (20, 7): 0.8}
(20, 8),W,{(18, 8): 0.2, (19, 8): 0.8}
(20, 8),E,{(20, 8): 1}
(20, 17),N,{(20, 19): 0.2, (20, 18): 0.8}
(20, 17),S,{(20, 15): 0.2, (20, 16): 0.8}
(20, 17),W,{(18, 17): 0.2, (19, 17): 0.8}
(20, 17),E,{(20, 17): 1}
(12, 13),N,{(12, 15): 0.2, (12, 14): 0.8}
(12, 13),S,{(12, 11): 0.2, (12, 12): 0.8}
(12, 13),E,{(14, 13): 0.2, (13, 13): 0.8}
(12, 13),W,{(10, 13): 0.2, (11, 13): 0.8}
(4, 18),N,{(4, 20): 0.2, (4, 19): 0.8}
(4, 18),S,{(4, 16): 0.2, (4, 17): 0.8}
(4, 18),E,{(6, 18): 0.2, (5, 18): 0.8}
(4, 18),W,{(2, 18): 0.2, (3, 18): 0.8}
(1, 3),N,{(1, 5): 0.2, (1, 4): 0.8}
(1, 3),S,{(1, 1): 0.2, (1, 2): 0.8}
(1, 3),E,{(3, 3): 0.2, (2, 3): 0.8}
(1, 3),W,{(0, 3): 1.0}
(13, 5),N,{(13, 7): 0.2, (13, 6): 0.8}
(13, 5),S,{(13, 3): 0.2, (13, 4): 0.8}
(13, 5),E,{(15, 5): 0.2, (14, 5): 0.8}
(13, 5),W,{(11, 5): 0.2, (12, 5): 0.8}
(16, 1),N,{(16, 3): 0.2, (16, 2): 0.8}
(16, 1),S,{(16, 0): 1.0}
(16, 1),E,{(18, 1): 0.2, (17, 1): 0.8}
(16, 1),W,{(14, 1): 0.2, (15, 1): 0.8}
(1, 12),N,{(1, 14): 0.2, (1, 13): 0.8}
(1, 12),S,{(1, 10): 0.2, (1, 11): 0.8}
(1, 12),E,{(3, 12): 0.2, (2, 12): 0.8}
(1, 12),W,{(0, 12): 1.0}
(13, 14),N,{(13, 16): 0.2, (13, 15): 0.8}
(13, 14),S,{(13, 12): 0.2, (13, 13): 0.8}
(13, 14),E,{(15, 14): 0.2, (14, 14): 0.8}
(13, 14),W,{(11, 14): 0.2, (12, 14): 0.8}
(16, 10),N,{(16, 12): 0.2, (16, 11): 0.8}
(16, 10),S,{(16, 8): 0.2, (16, 9): 0.8}
(16, 10),E,{(18, 10): 0.2, (17, 10): 0.8}
(16, 10),W,{(14, 10): 0.2, (15, 10): 0.8}
(16, 19),N,{(16, 20): 1.0}
(16, 19),S,{(16, 17): 0.2, (16, 18): 0.8}
(16, 19),E,{(18, 19): 0.2, (17, 19): 0.8}
(16, 19),W,{(14, 19): 0.2, (15, 19): 0.8}
(5, 0),N,{(5, 2): 0.2, (5, 1): 0.8}
(5, 0),E,{(7, 0): 0.2, (6, 0): 0.8}
(5, 0),W,{(3, 0): 0.2, (4, 0): 0.8}
(5, 0),S,{(5, 0): 1}
(17, 2),N,{(17, 4): 0.2, (17, 3): 0.8}
(17, 2),S,{(17, 0): 0.2, (17, 1): 0.8}
(17, 2),E,{(19, 2): 0.2, (18, 2): 0.8}
(17, 2),W,{(15, 2): 0.2, (16, 2): 0.8}
(5, 9),N,{(5, 11): 0.2, (5, 10): 0.8}
(5, 9),S,{(5, 7): 0.2, (5, 8): 0.8}
(5, 9),E,{(7, 9): 0.2, (6, 9): 0.8}
(5, 9),W,{(3, 9): 0.2, (4, 9): 0.8}
(17, 11),N,{(17, 13): 0.2, (17, 12): 0.8}
(17, 11),S,{(17, 9): 0.2, (17, 10): 0.8}
(17, 11),E,{(19, 11): 0.2, (18, 11): 0.8}
(17, 11),W,{(15, 11): 0.2, (16, 11): 0.8}
(9, 7),N,{(9, 9): 0.2, (9, 8): 0.8}
(9, 7),S,{(9, 5): 0.2, (9, 6): 0.8}
(9, 7),E,{(11, 7): 0.2, (10, 7): 0.8}
(9, 7),W,{(7, 7): 0.2, (8, 7): 0.8}
(5, 18),N,{(5, 20): 0.2, (5, 19): 0.8}
(5, 18),S,{(5, 16): 0.2, (5, 17): 0.8}
(5, 18),E,{(7, 18): 0.2, (6, 18): 0.8}
(5, 18),W,{(3, 18): 0.2, (4, 18): 0.8}
(9, 16),N,{(9, 18): 0.2, (9, 17): 0.8}
(9, 16),S,{(9, 14): 0.2, (9, 15): 0.8}
(9, 16),E,{(11, 16): 0.2, (10, 16): 0.8}
(9, 16),W,{(7, 16): 0.2, (8, 16): 0.8}
(6, 1),N,{(6, 3): 0.2, (6, 2): 0.8}
(6, 1),S,{(6, 0): 1.0}
(6, 1),E,{(8, 1): 0.2, (7, 1): 0.8}
(6, 1),W,{(4, 1): 0.2, (5, 1): 0.8}
(8, 20),S,{(8, 18): 0.2, (8, 19): 0.8}
(8, 20),E,{(10, 20): 0.2, (9, 20): 0.8}
(8, 20),W,{(6, 20): 0.2, (7, 20): 0.8}
(8, 20),N,{(8, 20): 1}
(19, 20),S,{(19, 18): 0.2, (19, 19): 0.8}
(19, 20),E,{(20, 20): 1.0}
(19, 20),W,{(17, 20): 0.2, (18, 20): 0.8}
(19, 20),N,{(19, 20): 1}
(20, 3),N,{(20, 5): 0.2, (20, 4): 0.8}
(20, 3),S,{(20, 1): 0.2, (20, 2): 0.8}
(20, 3),W,{(18, 3): 0.2, (19, 3): 0.8}
(20, 3),E,{(20, 3): 1}
(20, 12),N,{(20, 14): 0.2, (20, 13): 0.8}
(20, 12),S,{(20, 10): 0.2, (20, 11): 0.8}
(20, 12),W,{(18, 12): 0.2, (19, 12): 0.8}
(20, 12),E,{(20, 12): 1}
(12, 8),N,{(12, 10): 0.2, (12, 9): 0.8}
(12, 8),S,{(12, 6): 0.2, (12, 7): 0.8}
(12, 8),E,{(14, 8): 0.2, (13, 8): 0.8}
(12, 8),W,{(10, 8): 0.2, (11, 8): 0.8}
(4, 4),N,{(4, 6): 0.2, (4, 5): 0.8}
(4, 4),S,{(4, 2): 0.2, (4, 3): 0.8}
(4, 4),E,{(6, 4): 0.2, (5, 4): 0.8}
(4, 4),W,{(2, 4): 0.2, (3, 4): 0.8}
(12, 17),N,{(12, 19): 0.2, (12, 18): 0.8}
(12, 17),S,{(12, 15): 0.2, (12, 16): 0.8}
(12, 17),E,{(14, 17): 0.2, (13, 17): 0.8}
(12, 17),W,{(10, 17): 0.2, (11, 17): 0.8}
(4, 13),N,{(4, 15): 0.2, (4, 14): 0.8}
(4, 13),S,{(4, 11): 0.2, (4, 12): 0.8}
(4, 13),E,{(6, 13): 0.2, (5, 13): 0.8}
(4, 13),W,{(2, 13): 0.2, (3, 13): 0.8}
(13, 0),N,{(13, 2): 0.2, (13, 1): 0.8}
(13, 0),E,{(15, 0): 0.2, (14, 0): 0.8}
(13, 0),W,{(11, 0): 0.2, (12, 0): 0.8}
(13, 0),S,{(13, 0): 1}
(1, 7),N,{(1, 9): 0.2, (1, 8): 0.8}
(1, 7),S,{(1, 5): 0.2, (1, 6): 0.8}
(1, 7),E,{(3, 7): 0.2, (2, 7): 0.8}
(1, 7),W,{(0, 7): 1.0}
(13, 9),N,{(13, 11): 0.2, (13, 10): 0.8}
(13, 9),S,{(13, 7): 0.2, (13, 8): 0.8}
(13, 9),E,{(15, 9): 0.2, (14, 9): 0.8}
(13, 9),W,{(11, 9): 0.2, (12, 9): 0.8}
(16, 5),N,{(16, 7): 0.2, (16, 6): 0.8}
(16, 5),S,{(16, 3): 0.2, (16, 4): 0.8}
(16, 5),E,{(18, 5): 0.2, (17, 5): 0.8}
(16, 5),W,{(14, 5): 0.2, (15, 5): 0.8}
(1, 16),N,{(1, 18): 0.2, (1, 17): 0.8}
(1, 16),S,{(1, 14): 0.2, (1, 15): 0.8}
(1, 16),E,{(3, 16): 0.2, (2, 16): 0.8}
(1, 16),W,{(0, 16): 1.0}
(13, 18),N,{(13, 20): 0.2, (13, 19): 0.8}
(13, 18),S,{(13, 16): 0.2, (13, 17): 0.8}
(13, 18),E,{(15, 18): 0.2, (14, 18): 0.8}
(13, 18),W,{(11, 18): 0.2, (12, 18): 0.8}
(16, 14),N,{(16, 16): 0.2, (16, 15): 0.8}
(16, 14),S,{(16, 12): 0.2, (16, 13): 0.8}
(16, 14),E,{(18, 14): 0.2, (17, 14): 0.8}
(16, 14),W,{(14, 14): 0.2, (15, 14): 0.8}
(5, 4),N,{(5, 6): 0.2, (5, 5): 0.8}
(5, 4),S,{(5, 2): 0.2, (5, 3): 0.8}
(5, 4),E,{(7, 4): 0.2, (6, 4): 0.8}
(5, 4),W,{(3, 4): 0.2, (4, 4): 0.8}
(9, 2),N,{(9, 4): 0.2, (9, 3): 0.8}
(9, 2),S,{(9, 0): 0.2, (9, 1): 0.8}
(9, 2),E,{(11, 2): 0.2, (10, 2): 0.8}
(9, 2),W,{(7, 2): 0.2, (8, 2): 0.8}
(5, 13),N,{(5, 15): 0.2, (5, 14): 0.8}
(5, 13),S,{(5, 11): 0.2, (5, 12): 0.8}
(5, 13),E,{(7, 13): 0.2, (6, 13): 0.8}
(5, 13),W,{(3, 13): 0.2, (4, 13): 0.8}
(8, 6),N,{(8, 8): 0.2, (8, 7): 0.8}
(8, 6),S,{(8, 4): 0.2, (8, 5): 0.8}
(8, 6),E,{(10, 6): 0.2, (9, 6): 0.8}
(8, 6),W,{(6, 6): 0.2, (7, 6): 0.8}
(8, 15),N,{(8, 17): 0.2, (8, 16): 0.8}
(8, 15),S,{(8, 13): 0.2, (8, 14): 0.8}
(8, 15),E,{(10, 15): 0.2, (9, 15): 0.8}
(8, 15),W,{(6, 15): 0.2, (7, 15): 0.8}
(19, 15),N,{(19, 17): 0.2, (19, 16): 0.8}
(19, 15),S,{(19, 13): 0.2, (19, 14): 0.8}
(19, 15),E,{(20, 15): 1.0}
(19, 15),W,{(17, 15): 0.2, (18, 15): 0.8}
(0, 11),N,{(0, 13): 0.2, (0, 12): 0.8}
(0, 11),S,{(0, 9): 0.2, (0, 10): 0.8}
(0, 11),E,{(2, 11): 0.2, (1, 11): 0.8}
(0, 11),W,{(0, 11): 1}
(11, 11),N,{(11, 13): 0.2, (11, 12): 0.8}
(11, 11),S,{(11, 9): 0.2, (11, 10): 0.8}
(11, 11),E,{(13, 11): 0.2, (12, 11): 0.8}
(11, 11),W,{(9, 11): 0.2, (10, 11): 0.8}
(0, 20),S,{(0, 18): 0.2, (0, 19): 0.8}
(0, 20),E,{(2, 20): 0.2, (1, 20): 0.8}
(0, 20),N,{(0, 20): 1}
(0, 20),W,{(0, 20): 1}
(11, 20),S,{(11, 18): 0.2, (11, 19): 0.8}
(11, 20),E,{(13, 20): 0.2, (12, 20): 0.8}
(11, 20),W,{(9, 20): 0.2, (10, 20): 0.8}
(11, 20),N,{(11, 20): 1}
(20, 7),N,{(20, 9): 0.2, (20, 8): 0.8}
(20, 7),S,{(20, 5): 0.2, (20, 6): 0.8}
(20, 7),W,{(18, 7): 0.2, (19, 7): 0.8}
(20, 7),E,{(20, 7): 1}
(12, 3),N,{(12, 5): 0.2, (12, 4): 0.8}
(12, 3),S,{(12, 1): 0.2, (12, 2): 0.8}
(12, 3),E,{(14, 3): 0.2, (13, 3): 0.8}
(12, 3),W,{(10, 3): 0.2, (11, 3): 0.8}
(20, 16),N,{(20, 18): 0.2, (20, 17): 0.8}
(20, 16),S,{(20, 14): 0.2, (20, 15): 0.8}
(20, 16),W,{(18, 16): 0.2, (19, 16): 0.8}
(20, 16),E,{(20, 16): 1}
(12, 12),N,{(12, 14): 0.2, (12, 13): 0.8}
(12, 12),S,{(12, 10): 0.2, (12, 11): 0.8}
(12, 12),E,{(14, 12): 0.2, (13, 12): 0.8}
(12, 12),W,{(10, 12): 0.2, (11, 12): 0.8}
(4, 8),N,{(4, 10): 0.2, (4, 9): 0.8}
(4, 8),S,{(4, 6): 0.2, (4, 7): 0.8}
(4, 8),E,{(6, 8): 0.2, (5, 8): 0.8}
(4, 8),W,{(2, 8): 0.2, (3, 8): 0.8}
(4, 17),N,{(4, 19): 0.2, (4, 18): 0.8}
(4, 17),S,{(4, 15): 0.2, (4, 16): 0.8}
(4, 17),E,{(6, 17): 0.2, (5, 17): 0.8}
(4, 17),W,{(2, 17): 0.2, (3, 17): 0.8}
(1, 2),N,{(1, 4): 0.2, (1, 3): 0.8}
(1, 2),S,{(1, 0): 0.2, (1, 1): 0.8}
(1, 2),E,{(3, 2): 0.2, (2, 2): 0.8}
(1, 2),W,{(0, 2): 1.0}
(13, 4),N,{(13, 6): 0.2, (13, 5): 0.8}
(13, 4),S,{(13, 2): 0.2, (13, 3): 0.8}
(13, 4),E,{(15, 4): 0.2, (14, 4): 0.8}
(13, 4),W,{(11, 4): 0.2, (12, 4): 0.8}
(16, 0),N,{(16, 2): 0.2, (16, 1): 0.8}
(16, 0),E,{(18, 0): 0.2, (17, 0): 0.8}
(16, 0),W,{(14, 0): 0.2, (15, 0): 0.8}
(16, 0),S,{(16, 0): 1}
(1, 11),N,{(1, 13): 0.2, (1, 12): 0.8}
(1, 11),S,{(1, 9): 0.2, (1, 10): 0.8}
(1, 11),E,{(3, 11): 0.2, (2, 11): 0.8}
(1, 11),W,{(0, 11): 1.0}
(16, 9),N,{(16, 11): 0.2, (16, 10): 0.8}
(16, 9),S,{(16, 7): 0.2, (16, 8): 0.8}
(16, 9),E,{(18, 9): 0.2, (17, 9): 0.8}
(16, 9),W,{(14, 9): 0.2, (15, 9): 0.8}
(1, 20),S,{(1, 18): 0.2, (1, 19): 0.8}
(1, 20),E,{(3, 20): 0.2, (2, 20): 0.8}
(1, 20),W,{(0, 20): 1.0}
(1, 20),N,{(1, 20): 1}
(7, 18),N,{(7, 20): 0.2, (7, 19): 0.8}
(7, 18),S,{(7, 16): 0.2, (7, 17): 0.8}
(7, 18),E,{(9, 18): 0.2, (8, 18): 0.8}
(7, 18),W,{(5, 18): 0.2, (6, 18): 0.8}
(8, 1),N,{(8, 3): 0.2, (8, 2): 0.8}
(8, 1),S,{(8, 0): 1.0}
(8, 1),E,{(10, 1): 0.2, (9, 1): 0.8}
(8, 1),W,{(6, 1): 0.2, (7, 1): 0.8}
(19, 1),N,{(19, 3): 0.2, (19, 2): 0.8}
(19, 1),S,{(19, 0): 1.0}
(19, 1),E,{(20, 1): 1.0}
(19, 1),W,{(17, 1): 0.2, (18, 1): 0.8}
(8, 10),N,{(8, 12): 0.2, (8, 11): 0.8}
(8, 10),S,{(8, 8): 0.2, (8, 9): 0.8}
(8, 10),E,{(10, 10): 0.2, (9, 10): 0.8}
(8, 10),W,{(6, 10): 0.2, (7, 10): 0.8}
(19, 10),N,{(19, 12): 0.2, (19, 11): 0.8}
(19, 10),S,{(19, 8): 0.2, (19, 9): 0.8}
(19, 10),E,{(20, 10): 1.0}
(19, 10),W,{(17, 10): 0.2, (18, 10): 0.8}
(0, 6),N,{(0, 8): 0.2, (0, 7): 0.8}
(0, 6),S,{(0, 4): 0.2, (0, 5): 0.8}
(0, 6),E,{(2, 6): 0.2, (1, 6): 0.8}
(0, 6),W,{(0, 6): 1}
(11, 6),N,{(11, 8): 0.2, (11, 7): 0.8}
(11, 6),S,{(11, 4): 0.2, (11, 5): 0.8}
(11, 6),E,{(13, 6): 0.2, (12, 6): 0.8}
(11, 6),W,{(9, 6): 0.2, (10, 6): 0.8}
(8, 19),N,{(8, 20): 1.0}
(8, 19),S,{(8, 17): 0.2, (8, 18): 0.8}
(8, 19),E,{(10, 19): 0.2, (9, 19): 0.8}
(8, 19),W,{(6, 19): 0.2, (7, 19): 0.8}
(19, 19),N,{(19, 20): 1.0}
(19, 19),S,{(19, 17): 0.2, (19, 18): 0.8}
(19, 19),E,{(20, 19): 1.0}
(19, 19),W,{(17, 19): 0.2, (18, 19): 0.8}
(0, 15),N,{(0, 17): 0.2, (0, 16): 0.8}
(0, 15),S,{(0, 13): 0.2, (0, 14): 0.8}
(0, 15),E,{(2, 15): 0.2, (1, 15): 0.8}
(0, 15),W,{(0, 15): 1}
(11, 15),N,{(11, 17): 0.2, (11, 16): 0.8}
(11, 15),S,{(11, 13): 0.2, (11, 14): 0.8}
(11, 15),E,{(13, 15): 0.2, (12, 15): 0.8}
(11, 15),W,{(9, 15): 0.2, (10, 15): 0.8}
(20, 2),N,{(20, 4): 0.2, (20, 3): 0.8}
(20, 2),S,{(20, 0): 0.2, (20, 1): 0.8}
(20, 2),W,{(18, 2): 0.2, (19, 2): 0.8}
(20, 2),E,{(20, 2): 1}
(20, 11),N,{(20, 13): 0.2, (20, 12): 0.8}
(20, 11),S,{(20, 9): 0.2, (20, 10): 0.8}
(20, 11),W,{(18, 11): 0.2, (19, 11): 0.8}
(20, 11),E,{(20, 11): 1}
(12, 7),N,{(12, 9): 0.2, (12, 8): 0.8}
(12, 7),S,{(12, 5): 0.2, (12, 6): 0.8}
(12, 7),E,{(14, 7): 0.2, (13, 7): 0.8}
(12, 7),W,{(10, 7): 0.2, (11, 7): 0.8}
(4, 3),N,{(4, 5): 0.2, (4, 4): 0.8}
(4, 3),S,{(4, 1): 0.2, (4, 2): 0.8}
(4, 3),E,{(6, 3): 0.2, (5, 3): 0.8}
(4, 3),W,{(2, 3): 0.2, (3, 3): 0.8}
(12, 16),N,{(12, 18): 0.2, (12, 17): 0.8}
(12, 16),S,{(12, 14): 0.2, (12, 15): 0.8}
(12, 16),E,{(14, 16): 0.2, (13, 16): 0.8}
(12, 16),W,{(10, 16): 0.2, (11, 16): 0.8}
(4, 12),N,{(4, 14): 0.2, (4, 13): 0.8}
(4, 12),S,{(4, 10): 0.2, (4, 11): 0.8}
(4, 12),E,{(6, 12): 0.2, (5, 12): 0.8}
(4, 12),W,{(2, 12): 0.2, (3, 12): 0.8}
(1, 6),N,{(1, 8): 0.2, (1, 7): 0.8}
(1, 6),S,{(1, 4): 0.2, (1, 5): 0.8}
(1, 6),E,{(3, 6): 0.2, (2, 6): 0.8}
(1, 6),W,{(0, 6): 1.0}
(16, 4),N,{(16, 6): 0.2, (16, 5): 0.8}
(16, 4),S,{(16, 2): 0.2, (16, 3): 0.8}
(16, 4),E,{(18, 4): 0.2, (17, 4): 0.8}
(16, 4),W,{(14, 4): 0.2, (15, 4): 0.8}
(15, 8),N,{(15, 10): 0.2, (15, 9): 0.8}
(15, 8),S,{(15, 6): 0.2, (15, 7): 0.8}
(15, 8),E,{(17, 8): 0.2, (16, 8): 0.8}
(15, 8),W,{(13, 8): 0.2, (14, 8): 0.8}
(15, 17),N,{(15, 19): 0.2, (15, 18): 0.8}
(15, 17),S,{(15, 15): 0.2, (15, 16): 0.8}
(15, 17),E,{(17, 17): 0.2, (16, 17): 0.8}
(15, 17),W,{(13, 17): 0.2, (14, 17): 0.8}
(7, 13),N,{(7, 15): 0.2, (7, 14): 0.8}
(7, 13),S,{(7, 11): 0.2, (7, 12): 0.8}
(7, 13),E,{(9, 13): 0.2, (8, 13): 0.8}
(7, 13),W,{(5, 13): 0.2, (6, 13): 0.8}
(18, 13),N,{(18, 15): 0.2, (18, 14): 0.8}
(18, 13),S,{(18, 11): 0.2, (18, 12): 0.8}
(18, 13),E,{(20, 13): 0.2, (19, 13): 0.8}
(18, 13),W,{(16, 13): 0.2, (17, 13): 0.8}
(8, 5),N,{(8, 7): 0.2, (8, 6): 0.8}
(8, 5),S,{(8, 3): 0.2, (8, 4): 0.8}
(8, 5),E,{(10, 5): 0.2, (9, 5): 0.8}
(8, 5),W,{(6, 5): 0.2, (7, 5): 0.8}
(19, 5),N,{(19, 7): 0.2, (19, 6): 0.8}
(19, 5),S,{(19, 3): 0.2, (19, 4): 0.8}
(19, 5),E,{(20, 5): 1.0}
(19, 5),W,{(17, 5): 0.2, (18, 5): 0.8}
(0, 1),N,{(0, 3): 0.2, (0, 2): 0.8}
(0, 1),S,{(0, 0): 1.0}
(0, 1),E,{(2, 1): 0.2, (1, 1): 0.8}
(0, 1),W,{(0, 1): 1}
(11, 1),N,{(11, 3): 0.2, (11, 2): 0.8}
(11, 1),S,{(11, 0): 1.0}
(11, 1),E,{(13, 1): 0.2, (12, 1): 0.8}
(11, 1),W,{(9, 1): 0.2, (10, 1): 0.8}
(8, 14),N,{(8, 16): 0.2, (8, 15): 0.8}
(8, 14),S,{(8, 12): 0.2, (8, 13): 0.8}
(8, 14),E,{(10, 14): 0.2, (9, 14): 0.8}
(8, 14),W,{(6, 14): 0.2, (7, 14): 0.8}
(19, 14),N,{(19, 16): 0.2, (19, 15): 0.8}
(19, 14),S,{(19, 12): 0.2, (19, 13): 0.8}
(19, 14),E,{(20, 14): 1.0}
(19, 14),W,{(17, 14): 0.2, (18, 14): 0.8}
(0, 10),N,{(0, 12): 0.2, (0, 11): 0.8}
(0, 10),S,{(0, 8): 0.2, (0, 9): 0.8}
(0, 10),E,{(2, 10): 0.2, (1, 10): 0.8}
(0, 10),W,{(0, 10): 1}
(11, 10),N,{(11, 12): 0.2, (11, 11): 0.8}
(11, 10),S,{(11, 8): 0.2, (11, 9): 0.8}
(11, 10),E,{(13, 10): 0.2, (12, 10): 0.8}
(11, 10),W,{(9, 10): 0.2, (10, 10): 0.8}
(0, 19),N,{(0, 20): 1.0}
(0, 19),S,{(0, 17): 0.2, (0, 18): 0.8}
(0, 19),E,{(2, 19): 0.2, (1, 19): 0.8}
(0, 19),W,{(0, 19): 1}
(11, 19),N,{(11, 20): 1.0}
(11, 19),S,{(11, 17): 0.2, (11, 18): 0.8}
(11, 19),E,{(13, 19): 0.2, (12, 19): 0.8}
(11, 19),W,{(9, 19): 0.2, (10, 19): 0.8}
(20, 6),N,{(20, 8): 0.2, (20, 7): 0.8}
(20, 6),S,{(20, 4): 0.2, (20, 5): 0.8}
(20, 6),W,{(18, 6): 0.2, (19, 6): 0.8}
(20, 6),E,{(20, 6): 1}
(12, 2),N,{(12, 4): 0.2, (12, 3): 0.8}
(12, 2),S,{(12, 0): 0.2, (12, 1): 0.8}
(12, 2),E,{(14, 2): 0.2, (13, 2): 0.8}
(12, 2),W,{(10, 2): 0.2, (11, 2): 0.8}
(12, 11),N,{(12, 13): 0.2, (12, 12): 0.8}
(12, 11),S,{(12, 9): 0.2, (12, 10): 0.8}
(12, 11),E,{(14, 11): 0.2, (13, 11): 0.8}
(12, 11),W,{(10, 11): 0.2, (11, 11): 0.8}
(4, 7),N,{(4, 9): 0.2, (4, 8): 0.8}
(4, 7),S,{(4, 5): 0.2, (4, 6): 0.8}
(4, 7),E,{(6, 7): 0.2, (5, 7): 0.8}
(4, 7),W,{(2, 7): 0.2, (3, 7): 0.8}
(4, 16),N,{(4, 18): 0.2, (4, 17): 0.8}
(4, 16),S,{(4, 14): 0.2, (4, 15): 0.8}
(4, 16),E,{(6, 16): 0.2, (5, 16): 0.8}
(4, 16),W,{(2, 16): 0.2, (3, 16): 0.8}
(1, 1),N,{(1, 3): 0.2, (1, 2): 0.8}
(1, 1),S,{(1, 0): 1.0}
(1, 1),E,{(3, 1): 0.2, (2, 1): 0.8}
(1, 1),W,{(0, 1): 1.0}
(3, 20),S,{(3, 18): 0.2, (3, 19): 0.8}
(3, 20),E,{(5, 20): 0.2, (4, 20): 0.8}
(3, 20),W,{(1, 20): 0.2, (2, 20): 0.8}
(3, 20),N,{(3, 20): 1}
(14, 20),S,{(14, 18): 0.2, (14, 19): 0.8}
(14, 20),E,{(16, 20): 0.2, (15, 20): 0.8}
(14, 20),W,{(12, 20): 0.2, (13, 20): 0.8}
(14, 20),N,{(14, 20): 1}
(15, 3),N,{(15, 5): 0.2, (15, 4): 0.8}
(15, 3),S,{(15, 1): 0.2, (15, 2): 0.8}
(15, 3),E,{(17, 3): 0.2, (16, 3): 0.8}
(15, 3),W,{(13, 3): 0.2, (14, 3): 0.8}
(15, 12),N,{(15, 14): 0.2, (15, 13): 0.8}
(15, 12),S,{(15, 10): 0.2, (15, 11): 0.8}
(15, 12),E,{(17, 12): 0.2, (16, 12): 0.8}
(15, 12),W,{(13, 12): 0.2, (14, 12): 0.8}
(7, 8),N,{(7, 10): 0.2, (7, 9): 0.8}
(7, 8),S,{(7, 6): 0.2, (7, 7): 0.8}
(7, 8),E,{(9, 8): 0.2, (8, 8): 0.8}
(7, 8),W,{(5, 8): 0.2, (6, 8): 0.8}
