(26, 21),N,{(26, 23): 0.2, (26, 22): 0.8}
(25, 30),N,{(25, 32): 0.2, (25, 31): 0.8}
(25, 30),S,{(25, 28): 0.2, (25, 29): 0.8}
(25, 30),E,{(27, 30): 0.2, (26, 30): 0.8}
(25, 30),W,{(23, 30): 0.2, (24, 30): 0.8}
(4, 7),N,{(4, 9): 0.2, (4, 8): 0.8}
(4, 7),S,{(4, 5): 0.2, (4, 6): 0.8}
(4, 7),E,{(6, 7): 0.2, (5, 7): 0.8}
(4, 7),W,{(2, 7): 0.2, (3, 7): 0.8}
(44, 43),N,{(44, 45): 0.2, (44, 44): 0.8}
(44, 43),S,{(44, 41): 0.2, (44, 42): 0.8}
(44, 43),E,{(46, 43): 0.2, (45, 43): 0.8}
(44, 43),W,{(42, 43): 0.2, (43, 43): 0.8}
(45, 8),N,{(45, 10): 0.2, (45, 9): 0.8}
(45, 8),S,{(45, 6): 0.2, (45, 7): 0.8}
(45, 8),E,{(47, 8): 0.2, (46, 8): 0.8}
(45, 8),W,{(43, 8): 0.2, (44, 8): 0.8}
(22, 24),N,{(22, 26): 0.2, (22, 25): 0.8}
(22, 24),S,{(22, 22): 0.2, (22, 23): 0.8}
(22, 24),E,{(24, 24): 0.2, (23, 24): 0.8}
(22, 24),W,{(20, 24): 0.2, (21, 24): 0.8}
(1, 1),N,{(1, 3): 0.2, (1, 2): 0.8}
(1, 1),S,{(1, 0): 1.0}
(1, 1),E,{(3, 1): 0.2, (2, 1): 0.8}
(1, 1),W,{(0, 1): 1.0}
(14, 20),N,{(14, 22): 0.2, (14, 21): 0.8}
(14, 20),S,{(14, 18): 0.2, (14, 19): 0.8}
(14, 20),E,{(16, 20): 0.2, (15, 20): 0.8}
(14, 20),W,{(12, 20): 0.2, (13, 20): 0.8}
(34, 35),N,{(34, 37): 0.2, (34, 36): 0.8}
(34, 35),S,{(34, 33): 0.2, (34, 34): 0.8}
(34, 35),E,{(36, 35): 0.2, (35, 35): 0.8}
(34, 35),W,{(32, 35): 0.2, (33, 35): 0.8}
(45, 44),N,{(45, 45): 1.0}
(45, 44),S,{(45, 42): 0.2, (45, 43): 0.8}
(45, 44),E,{(47, 44): 0.2, (46, 44): 0.8}
(45, 44),W,{(43, 44): 0.2, (44, 44): 0.8}
(46, 9),N,{(46, 11): 0.2, (46, 10): 0.8}
(46, 9),S,{(46, 7): 0.2, (46, 8): 0.8}
(46, 9),E,{(48, 9): 0.2, (47, 9): 0.8}
(46, 9),W,{(44, 9): 0.2, (45, 9): 0.8}
(37, 40),N,{(37, 42): 0.2, (37, 41): 0.8}
(37, 40),S,{(37, 38): 0.2, (37, 39): 0.8}
(37, 40),E,{(39, 40): 0.2, (38, 40): 0.8}
(37, 40),W,{(35, 40): 0.2, (36, 40): 0.8}
(38, 5),N,{(38, 7): 0.2, (38, 6): 0.8}
(38, 5),S,{(38, 3): 0.2, (38, 4): 0.8}
(38, 5),E,{(40, 5): 0.2, (39, 5): 0.8}
(38, 5),W,{(36, 5): 0.2, (37, 5): 0.8}
(49, 14),N,{(49, 16): 0.2, (49, 15): 0.8}
(49, 14),S,{(49, 12): 0.2, (49, 13): 0.8}
(49, 14),E,{(50, 14): 1.0}
(49, 14),W,{(47, 14): 0.2, (48, 14): 0.8}
(15, 21),N,{(15, 23): 0.2, (15, 22): 0.8}
(15, 21),S,{(15, 19): 0.2, (15, 20): 0.8}
(15, 21),E,{(17, 21): 0.2, (16, 21): 0.8}
(15, 21),W,{(13, 21): 0.2, (14, 21): 0.8}
(7, 17),N,{(7, 19): 0.2, (7, 18): 0.8}
(7, 17),S,{(7, 15): 0.2, (7, 16): 0.8}
(7, 17),E,{(9, 17): 0.2, (8, 17): 0.8}
(7, 17),W,{(5, 17): 0.2, (6, 17): 0.8}
(26, 30),N,{(26, 32): 0.2, (26, 31): 0.8}
(26, 30),S,{(26, 28): 0.2, (26, 29): 0.8}
(26, 30),E,{(28, 30): 0.2, (27, 30): 0.8}
(26, 30),W,{(24, 30): 0.2, (25, 30): 0.8}
(18, 26),N,{(18, 28): 0.2, (18, 27): 0.8}
(18, 26),S,{(18, 24): 0.2, (18, 25): 0.8}
(18, 26),E,{(20, 26): 0.2, (19, 26): 0.8}
(18, 26),W,{(16, 26): 0.2, (17, 26): 0.8}
(30, 0),N,{(30, 2): 0.2, (30, 1): 0.8}
(30, 0),E,{(32, 0): 0.2, (31, 0): 0.8}
(30, 0),W,{(28, 0): 0.2, (29, 0): 0.8}
(30, 0),S,{(30, 0): 1}
(42, 11),N,{(42, 13): 0.2, (42, 12): 0.8}
(42, 11),S,{(42, 9): 0.2, (42, 10): 0.8}
(42, 11),E,{(44, 11): 0.2, (43, 11): 0.8}
(42, 11),W,{(40, 11): 0.2, (41, 11): 0.8}
(29, 41),N,{(29, 43): 0.2, (29, 42): 0.8}
(29, 41),S,{(29, 39): 0.2, (29, 40): 0.8}
(29, 41),E,{(31, 41): 0.2, (30, 41): 0.8}
(29, 41),W,{(27, 41): 0.2, (28, 41): 0.8}
(8, 18),N,{(8, 20): 0.2, (8, 19): 0.8}
(8, 18),S,{(8, 16): 0.2, (8, 17): 0.8}
(8, 18),E,{(10, 18): 0.2, (9, 18): 0.8}
(8, 18),W,{(6, 18): 0.2, (7, 18): 0.8}
(21, 37),N,{(21, 39): 0.2, (21, 38): 0.8}
(21, 37),S,{(21, 35): 0.2, (21, 36): 0.8}
(21, 37),E,{(23, 37): 0.2, (22, 37): 0.8}
(21, 37),W,{(19, 37): 0.2, (20, 37): 0.8}
(0, 14),N,{(0, 16): 0.2, (0, 15): 0.8}
(0, 14),S,{(0, 12): 0.2, (0, 13): 0.8}
(0, 14),E,{(2, 14): 0.2, (1, 14): 0.8}
(0, 14),W,{(0, 14): 1}
(41, 15),N,{(41, 17): 0.2, (41, 16): 0.8}
(41, 15),S,{(41, 13): 0.2, (41, 14): 0.8}
(41, 15),E,{(43, 15): 0.2, (42, 15): 0.8}
(41, 15),W,{(39, 15): 0.2, (40, 15): 0.8}
(11, 23),N,{(11, 25): 0.2, (11, 24): 0.8}
(11, 23),S,{(11, 21): 0.2, (11, 22): 0.8}
(11, 23),E,{(13, 23): 0.2, (12, 23): 0.8}
(11, 23),W,{(9, 23): 0.2, (10, 23): 0.8}
(44, 20),N,{(44, 22): 0.2, (44, 21): 0.8}
(44, 20),S,{(44, 18): 0.2, (44, 19): 0.8}
(44, 20),E,{(46, 20): 0.2, (45, 20): 0.8}
(44, 20),W,{(42, 20): 0.2, (43, 20): 0.8}
(10, 27),N,{(10, 29): 0.2, (10, 28): 0.8}
(10, 27),S,{(10, 25): 0.2, (10, 26): 0.8}
(10, 27),E,{(12, 27): 0.2, (11, 27): 0.8}
(10, 27),W,{(8, 27): 0.2, (9, 27): 0.8}
(34, 12),N,{(34, 14): 0.2, (34, 13): 0.8}
(34, 12),S,{(34, 10): 0.2, (34, 11): 0.8}
(34, 12),E,{(36, 12): 0.2, (35, 12): 0.8}
(34, 12),W,{(32, 12): 0.2, (33, 12): 0.8}
(25, 43),N,{(25, 45): 0.2, (25, 44): 0.8}
(25, 43),S,{(25, 41): 0.2, (25, 42): 0.8}
(25, 43),E,{(27, 43): 0.2, (26, 43): 0.8}
(25, 43),W,{(23, 43): 0.2, (24, 43): 0.8}
(45, 21),N,{(45, 23): 0.2, (45, 22): 0.8}
(45, 21),S,{(45, 19): 0.2, (45, 20): 0.8}
(45, 21),E,{(47, 21): 0.2, (46, 21): 0.8}
(45, 21),W,{(43, 21): 0.2, (44, 21): 0.8}
(37, 17),N,{(37, 19): 0.2, (37, 18): 0.8}
(37, 17),S,{(37, 15): 0.2, (37, 16): 0.8}
(37, 17),E,{(39, 17): 0.2, (38, 17): 0.8}
(37, 17),W,{(35, 17): 0.2, (36, 17): 0.8}
(3, 24),N,{(3, 26): 0.2, (3, 25): 0.8}
(3, 24),S,{(3, 22): 0.2, (3, 23): 0.8}
(3, 24),E,{(5, 24): 0.2, (4, 24): 0.8}
(3, 24),W,{(1, 24): 0.2, (2, 24): 0.8}
(22, 37),N,{(22, 39): 0.2, (22, 38): 0.8}
(22, 37),S,{(22, 35): 0.2, (22, 36): 0.8}
(22, 37),E,{(24, 37): 0.2, (23, 37): 0.8}
(22, 37),W,{(20, 37): 0.2, (21, 37): 0.8}
(14, 33),N,{(14, 35): 0.2, (14, 34): 0.8}
(14, 33),S,{(14, 31): 0.2, (14, 32): 0.8}
(14, 33),E,{(16, 33): 0.2, (15, 33): 0.8}
(14, 33),W,{(12, 33): 0.2, (13, 33): 0.8}
(26, 7),N,{(26, 9): 0.2, (26, 8): 0.8}
(26, 7),S,{(26, 5): 0.2, (26, 6): 0.8}
(26, 7),E,{(28, 7): 0.2, (27, 7): 0.8}
(26, 7),W,{(24, 7): 0.2, (25, 7): 0.8}
(18, 3),N,{(18, 5): 0.2, (18, 4): 0.8}
(18, 3),S,{(18, 1): 0.2, (18, 2): 0.8}
(18, 3),E,{(20, 3): 0.2, (19, 3): 0.8}
(18, 3),W,{(16, 3): 0.2, (17, 3): 0.8}
(38, 18),N,{(38, 20): 0.2, (38, 19): 0.8}
(38, 18),S,{(38, 16): 0.2, (38, 17): 0.8}
(38, 18),E,{(40, 18): 0.2, (39, 18): 0.8}
(38, 18),W,{(36, 18): 0.2, (37, 18): 0.8}
(17, 44),N,{(17, 45): 1.0}
(17, 44),S,{(17, 42): 0.2, (17, 43): 0.8}
(17, 44),E,{(19, 44): 0.2, (18, 44): 0.8}
(17, 44),W,{(15, 44): 0.2, (16, 44): 0.8}
(7, 30),N,{(7, 32): 0.2, (7, 31): 0.8}
(7, 30),S,{(7, 28): 0.2, (7, 29): 0.8}
(7, 30),E,{(9, 30): 0.2, (8, 30): 0.8}
(7, 30),W,{(5, 30): 0.2, (6, 30): 0.8}
(48, 31),N,{(48, 33): 0.2, (48, 32): 0.8}
(48, 31),S,{(48, 29): 0.2, (48, 30): 0.8}
(48, 31),E,{(50, 31): 0.2, (49, 31): 0.8}
(48, 31),W,{(46, 31): 0.2, (47, 31): 0.8}
(27, 8),N,{(27, 10): 0.2, (27, 9): 0.8}
(27, 8),S,{(27, 6): 0.2, (27, 7): 0.8}
(27, 8),E,{(29, 8): 0.2, (28, 8): 0.8}
(27, 8),W,{(25, 8): 0.2, (26, 8): 0.8}
(40, 27),N,{(40, 29): 0.2, (40, 28): 0.8}
(40, 27),S,{(40, 25): 0.2, (40, 26): 0.8}
(40, 27),E,{(42, 27): 0.2, (41, 27): 0.8}
(40, 27),W,{(38, 27): 0.2, (39, 27): 0.8}
(19, 4),N,{(19, 6): 0.2, (19, 5): 0.8}
(19, 4),S,{(19, 2): 0.2, (19, 3): 0.8}
(19, 4),E,{(21, 4): 0.2, (20, 4): 0.8}
(19, 4),W,{(17, 4): 0.2, (18, 4): 0.8}
(6, 34),N,{(6, 36): 0.2, (6, 35): 0.8}
(6, 34),S,{(6, 32): 0.2, (6, 33): 0.8}
(6, 34),E,{(8, 34): 0.2, (7, 34): 0.8}
(6, 34),W,{(4, 34): 0.2, (5, 34): 0.8}
(11, 0),N,{(11, 2): 0.2, (11, 1): 0.8}
(11, 0),E,{(13, 0): 0.2, (12, 0): 0.8}
(11, 0),W,{(9, 0): 0.2, (10, 0): 0.8}
(11, 0),S,{(11, 0): 1}
(30, 13),N,{(30, 15): 0.2, (30, 14): 0.8}
(30, 13),S,{(30, 11): 0.2, (30, 12): 0.8}
(30, 13),E,{(32, 13): 0.2, (31, 13): 0.8}
(30, 13),W,{(28, 13): 0.2, (29, 13): 0.8}
(41, 28),N,{(41, 30): 0.2, (41, 29): 0.8}
(41, 28),S,{(41, 26): 0.2, (41, 27): 0.8}
(41, 28),E,{(43, 28): 0.2, (42, 28): 0.8}
(41, 28),W,{(39, 28): 0.2, (40, 28): 0.8}
(33, 24),N,{(33, 26): 0.2, (33, 25): 0.8}
(33, 24),S,{(33, 22): 0.2, (33, 23): 0.8}
(33, 24),E,{(35, 24): 0.2, (34, 24): 0.8}
(33, 24),W,{(31, 24): 0.2, (32, 24): 0.8}
(25, 20),N,{(25, 22): 0.2, (25, 21): 0.8}
(25, 20),S,{(25, 18): 0.2, (25, 19): 0.8}
(25, 20),E,{(27, 20): 0.2, (26, 20): 0.8}
(25, 20),W,{(23, 20): 0.2, (24, 20): 0.8}
(44, 33),N,{(44, 35): 0.2, (44, 34): 0.8}
(44, 33),S,{(44, 31): 0.2, (44, 32): 0.8}
(44, 33),E,{(46, 33): 0.2, (45, 33): 0.8}
(44, 33),W,{(42, 33): 0.2, (43, 33): 0.8}
(10, 40),N,{(10, 42): 0.2, (10, 41): 0.8}
(10, 40),S,{(10, 38): 0.2, (10, 39): 0.8}
(10, 40),E,{(12, 40): 0.2, (11, 40): 0.8}
(10, 40),W,{(8, 40): 0.2, (9, 40): 0.8}
(2, 36),N,{(2, 38): 0.2, (2, 37): 0.8}
(2, 36),S,{(2, 34): 0.2, (2, 35): 0.8}
(2, 36),E,{(4, 36): 0.2, (3, 36): 0.8}
(2, 36),W,{(0, 36): 0.2, (1, 36): 0.8}
(3, 1),N,{(3, 3): 0.2, (3, 2): 0.8}
(3, 1),S,{(3, 0): 1.0}
(3, 1),E,{(5, 1): 0.2, (4, 1): 0.8}
(3, 1),W,{(1, 1): 0.2, (2, 1): 0.8}
(22, 14),N,{(22, 16): 0.2, (22, 15): 0.8}
(22, 14),S,{(22, 12): 0.2, (22, 13): 0.8}
(22, 14),E,{(24, 14): 0.2, (23, 14): 0.8}
(22, 14),W,{(20, 14): 0.2, (21, 14): 0.8}
(14, 10),N,{(14, 12): 0.2, (14, 11): 0.8}
(14, 10),S,{(14, 8): 0.2, (14, 9): 0.8}
(14, 10),E,{(16, 10): 0.2, (15, 10): 0.8}
(14, 10),W,{(12, 10): 0.2, (13, 10): 0.8}
(34, 25),N,{(34, 27): 0.2, (34, 26): 0.8}
(34, 25),S,{(34, 23): 0.2, (34, 24): 0.8}
(34, 25),E,{(36, 25): 0.2, (35, 25): 0.8}
(34, 25),W,{(32, 25): 0.2, (33, 25): 0.8}
(37, 30),N,{(37, 32): 0.2, (37, 31): 0.8}
(37, 30),S,{(37, 28): 0.2, (37, 29): 0.8}
(37, 30),E,{(39, 30): 0.2, (38, 30): 0.8}
(37, 30),W,{(35, 30): 0.2, (36, 30): 0.8}
(3, 37),N,{(3, 39): 0.2, (3, 38): 0.8}
(3, 37),S,{(3, 35): 0.2, (3, 36): 0.8}
(3, 37),E,{(5, 37): 0.2, (4, 37): 0.8}
(3, 37),W,{(1, 37): 0.2, (2, 37): 0.8}
(49, 4),N,{(49, 6): 0.2, (49, 5): 0.8}
(49, 4),S,{(49, 2): 0.2, (49, 3): 0.8}
(49, 4),E,{(50, 4): 1.0}
(49, 4),W,{(47, 4): 0.2, (48, 4): 0.8}
(36, 34),N,{(36, 36): 0.2, (36, 35): 0.8}
(36, 34),S,{(36, 32): 0.2, (36, 33): 0.8}
(36, 34),E,{(38, 34): 0.2, (37, 34): 0.8}
(36, 34),W,{(34, 34): 0.2, (35, 34): 0.8}
(15, 11),N,{(15, 13): 0.2, (15, 12): 0.8}
(15, 11),S,{(15, 9): 0.2, (15, 10): 0.8}
(15, 11),E,{(17, 11): 0.2, (16, 11): 0.8}
(15, 11),W,{(13, 11): 0.2, (14, 11): 0.8}
(7, 7),N,{(7, 9): 0.2, (7, 8): 0.8}
(7, 7),S,{(7, 5): 0.2, (7, 6): 0.8}
(7, 7),E,{(9, 7): 0.2, (8, 7): 0.8}
(7, 7),W,{(5, 7): 0.2, (6, 7): 0.8}
(47, 43),N,{(47, 45): 0.2, (47, 44): 0.8}
(47, 43),S,{(47, 41): 0.2, (47, 42): 0.8}
(47, 43),E,{(49, 43): 0.2, (48, 43): 0.8}
(47, 43),W,{(45, 43): 0.2, (46, 43): 0.8}
(26, 20),N,{(26, 22): 0.2, (26, 21): 0.8}
(26, 20),S,{(26, 18): 0.2, (26, 19): 0.8}
(26, 20),E,{(28, 20): 0.2, (27, 20): 0.8}
(26, 20),W,{(24, 20): 0.2, (25, 20): 0.8}
(18, 16),N,{(18, 18): 0.2, (18, 17): 0.8}
(18, 16),S,{(18, 14): 0.2, (18, 15): 0.8}
(18, 16),E,{(20, 16): 0.2, (19, 16): 0.8}
(18, 16),W,{(16, 16): 0.2, (17, 16): 0.8}
(29, 31),N,{(29, 33): 0.2, (29, 32): 0.8}
(29, 31),S,{(29, 29): 0.2, (29, 30): 0.8}
(29, 31),E,{(31, 31): 0.2, (30, 31): 0.8}
(29, 31),W,{(27, 31): 0.2, (28, 31): 0.8}
(48, 44),N,{(48, 45): 1.0}
(48, 44),S,{(48, 42): 0.2, (48, 43): 0.8}
(48, 44),E,{(50, 44): 0.2, (49, 44): 0.8}
(48, 44),W,{(46, 44): 0.2, (47, 44): 0.8}
(21, 27),N,{(21, 29): 0.2, (21, 28): 0.8}
(21, 27),S,{(21, 25): 0.2, (21, 26): 0.8}
(21, 27),E,{(23, 27): 0.2, (22, 27): 0.8}
(21, 27),W,{(19, 27): 0.2, (20, 27): 0.8}
(40, 40),N,{(40, 42): 0.2, (40, 41): 0.8}
(40, 40),S,{(40, 38): 0.2, (40, 39): 0.8}
(40, 40),E,{(42, 40): 0.2, (41, 40): 0.8}
(40, 40),W,{(38, 40): 0.2, (39, 40): 0.8}
(41, 5),N,{(41, 7): 0.2, (41, 6): 0.8}
(41, 5),S,{(41, 3): 0.2, (41, 4): 0.8}
(41, 5),E,{(43, 5): 0.2, (42, 5): 0.8}
(41, 5),W,{(39, 5): 0.2, (40, 5): 0.8}
(33, 1),N,{(33, 3): 0.2, (33, 2): 0.8}
(33, 1),S,{(33, 0): 1.0}
(33, 1),E,{(35, 1): 0.2, (34, 1): 0.8}
(33, 1),W,{(31, 1): 0.2, (32, 1): 0.8}
(44, 10),N,{(44, 12): 0.2, (44, 11): 0.8}
(44, 10),S,{(44, 8): 0.2, (44, 9): 0.8}
(44, 10),E,{(46, 10): 0.2, (45, 10): 0.8}
(44, 10),W,{(42, 10): 0.2, (43, 10): 0.8}
(10, 17),N,{(10, 19): 0.2, (10, 18): 0.8}
(10, 17),S,{(10, 15): 0.2, (10, 16): 0.8}
(10, 17),E,{(12, 17): 0.2, (11, 17): 0.8}
(10, 17),W,{(8, 17): 0.2, (9, 17): 0.8}
(2, 13),N,{(2, 15): 0.2, (2, 14): 0.8}
(2, 13),S,{(2, 11): 0.2, (2, 12): 0.8}
(2, 13),E,{(4, 13): 0.2, (3, 13): 0.8}
(2, 13),W,{(0, 13): 0.2, (1, 13): 0.8}
(33, 37),N,{(33, 39): 0.2, (33, 38): 0.8}
(33, 37),S,{(33, 35): 0.2, (33, 36): 0.8}
(33, 37),E,{(35, 37): 0.2, (34, 37): 0.8}
(33, 37),W,{(31, 37): 0.2, (32, 37): 0.8}
(34, 2),N,{(34, 4): 0.2, (34, 3): 0.8}
(34, 2),S,{(34, 0): 0.2, (34, 1): 0.8}
(34, 2),E,{(36, 2): 0.2, (35, 2): 0.8}
(34, 2),W,{(32, 2): 0.2, (33, 2): 0.8}
(25, 33),N,{(25, 35): 0.2, (25, 34): 0.8}
(25, 33),S,{(25, 31): 0.2, (25, 32): 0.8}
(25, 33),E,{(27, 33): 0.2, (26, 33): 0.8}
(25, 33),W,{(23, 33): 0.2, (24, 33): 0.8}
(45, 11),N,{(45, 13): 0.2, (45, 12): 0.8}
(45, 11),S,{(45, 9): 0.2, (45, 10): 0.8}
(45, 11),E,{(47, 11): 0.2, (46, 11): 0.8}
(45, 11),W,{(43, 11): 0.2, (44, 11): 0.8}
(32, 41),N,{(32, 43): 0.2, (32, 42): 0.8}
(32, 41),S,{(32, 39): 0.2, (32, 40): 0.8}
(32, 41),E,{(34, 41): 0.2, (33, 41): 0.8}
(32, 41),W,{(30, 41): 0.2, (31, 41): 0.8}
(37, 7),N,{(37, 9): 0.2, (37, 8): 0.8}
(37, 7),S,{(37, 5): 0.2, (37, 6): 0.8}
(37, 7),E,{(39, 7): 0.2, (38, 7): 0.8}
(37, 7),W,{(35, 7): 0.2, (36, 7): 0.8}
(3, 14),N,{(3, 16): 0.2, (3, 15): 0.8}
(3, 14),S,{(3, 12): 0.2, (3, 13): 0.8}
(3, 14),E,{(5, 14): 0.2, (4, 14): 0.8}
(3, 14),W,{(1, 14): 0.2, (2, 14): 0.8}
(22, 27),N,{(22, 29): 0.2, (22, 28): 0.8}
(22, 27),S,{(22, 25): 0.2, (22, 26): 0.8}
(22, 27),E,{(24, 27): 0.2, (23, 27): 0.8}
(22, 27),W,{(20, 27): 0.2, (21, 27): 0.8}
(14, 23),N,{(14, 25): 0.2, (14, 24): 0.8}
(14, 23),S,{(14, 21): 0.2, (14, 22): 0.8}
(14, 23),E,{(16, 23): 0.2, (15, 23): 0.8}
(14, 23),W,{(12, 23): 0.2, (13, 23): 0.8}
(17, 34),N,{(17, 36): 0.2, (17, 35): 0.8}
(17, 34),S,{(17, 32): 0.2, (17, 33): 0.8}
(17, 34),E,{(19, 34): 0.2, (18, 34): 0.8}
(17, 34),W,{(15, 34): 0.2, (16, 34): 0.8}
(9, 30),N,{(9, 32): 0.2, (9, 31): 0.8}
(9, 30),S,{(9, 28): 0.2, (9, 29): 0.8}
(9, 30),E,{(11, 30): 0.2, (10, 30): 0.8}
(9, 30),W,{(7, 30): 0.2, (8, 30): 0.8}
(28, 43),N,{(28, 45): 0.2, (28, 44): 0.8}
(28, 43),S,{(28, 41): 0.2, (28, 42): 0.8}
(28, 43),E,{(30, 43): 0.2, (29, 43): 0.8}
(28, 43),W,{(26, 43): 0.2, (27, 43): 0.8}
(29, 8),N,{(29, 10): 0.2, (29, 9): 0.8}
(29, 8),S,{(29, 6): 0.2, (29, 7): 0.8}
(29, 8),E,{(31, 8): 0.2, (30, 8): 0.8}
(29, 8),W,{(27, 8): 0.2, (28, 8): 0.8}
(48, 21),N,{(48, 23): 0.2, (48, 22): 0.8}
(48, 21),S,{(48, 19): 0.2, (48, 20): 0.8}
(48, 21),E,{(50, 21): 0.2, (49, 21): 0.8}
(48, 21),W,{(46, 21): 0.2, (47, 21): 0.8}
(40, 17),N,{(40, 19): 0.2, (40, 18): 0.8}
(40, 17),S,{(40, 15): 0.2, (40, 16): 0.8}
(40, 17),E,{(42, 17): 0.2, (41, 17): 0.8}
(40, 17),W,{(38, 17): 0.2, (39, 17): 0.8}
(6, 24),N,{(6, 26): 0.2, (6, 25): 0.8}
(6, 24),S,{(6, 22): 0.2, (6, 23): 0.8}
(6, 24),E,{(8, 24): 0.2, (7, 24): 0.8}
(6, 24),W,{(4, 24): 0.2, (5, 24): 0.8}
(29, 44),N,{(29, 45): 1.0}
(29, 44),S,{(29, 42): 0.2, (29, 43): 0.8}
(29, 44),E,{(31, 44): 0.2, (30, 44): 0.8}
(29, 44),W,{(27, 44): 0.2, (28, 44): 0.8}
(21, 40),N,{(21, 42): 0.2, (21, 41): 0.8}
(21, 40),S,{(21, 38): 0.2, (21, 39): 0.8}
(21, 40),E,{(23, 40): 0.2, (22, 40): 0.8}
(21, 40),W,{(19, 40): 0.2, (20, 40): 0.8}
(41, 18),N,{(41, 20): 0.2, (41, 19): 0.8}
(41, 18),S,{(41, 16): 0.2, (41, 17): 0.8}
(41, 18),E,{(43, 18): 0.2, (42, 18): 0.8}
(41, 18),W,{(39, 18): 0.2, (40, 18): 0.8}
(33, 14),N,{(33, 16): 0.2, (33, 15): 0.8}
(33, 14),S,{(33, 12): 0.2, (33, 13): 0.8}
(33, 14),E,{(35, 14): 0.2, (34, 14): 0.8}
(33, 14),W,{(31, 14): 0.2, (32, 14): 0.8}
(25, 10),N,{(25, 12): 0.2, (25, 11): 0.8}
(25, 10),S,{(25, 8): 0.2, (25, 9): 0.8}
(25, 10),E,{(27, 10): 0.2, (26, 10): 0.8}
(25, 10),W,{(23, 10): 0.2, (24, 10): 0.8}
(44, 23),N,{(44, 25): 0.2, (44, 24): 0.8}
(44, 23),S,{(44, 21): 0.2, (44, 22): 0.8}
(44, 23),E,{(46, 23): 0.2, (45, 23): 0.8}
(44, 23),W,{(42, 23): 0.2, (43, 23): 0.8}
(10, 30),N,{(10, 32): 0.2, (10, 31): 0.8}
(10, 30),S,{(10, 28): 0.2, (10, 29): 0.8}
(10, 30),E,{(12, 30): 0.2, (11, 30): 0.8}
(10, 30),W,{(8, 30): 0.2, (9, 30): 0.8}
(2, 26),N,{(2, 28): 0.2, (2, 27): 0.8}
(2, 26),S,{(2, 24): 0.2, (2, 25): 0.8}
(2, 26),E,{(4, 26): 0.2, (3, 26): 0.8}
(2, 26),W,{(0, 26): 0.2, (1, 26): 0.8}
(22, 4),N,{(22, 6): 0.2, (22, 5): 0.8}
(22, 4),S,{(22, 2): 0.2, (22, 3): 0.8}
(22, 4),E,{(24, 4): 0.2, (23, 4): 0.8}
(22, 4),W,{(20, 4): 0.2, (21, 4): 0.8}
(14, 0),N,{(14, 2): 0.2, (14, 1): 0.8}
(14, 0),E,{(16, 0): 0.2, (15, 0): 0.8}
(14, 0),W,{(12, 0): 0.2, (13, 0): 0.8}
(14, 0),S,{(14, 0): 1}
(13, 41),N,{(13, 43): 0.2, (13, 42): 0.8}
(13, 41),S,{(13, 39): 0.2, (13, 40): 0.8}
(13, 41),E,{(15, 41): 0.2, (14, 41): 0.8}
(13, 41),W,{(11, 41): 0.2, (12, 41): 0.8}
(36, 24),N,{(36, 26): 0.2, (36, 25): 0.8}
(36, 24),S,{(36, 22): 0.2, (36, 23): 0.8}
(36, 24),E,{(38, 24): 0.2, (37, 24): 0.8}
(36, 24),W,{(34, 24): 0.2, (35, 24): 0.8}
(28, 20),N,{(28, 22): 0.2, (28, 21): 0.8}
(28, 20),S,{(28, 18): 0.2, (28, 19): 0.8}
(28, 20),E,{(30, 20): 0.2, (29, 20): 0.8}
(28, 20),W,{(26, 20): 0.2, (27, 20): 0.8}
(47, 33),N,{(47, 35): 0.2, (47, 34): 0.8}
(47, 33),S,{(47, 31): 0.2, (47, 32): 0.8}
(47, 33),E,{(49, 33): 0.2, (48, 33): 0.8}
(47, 33),W,{(45, 33): 0.2, (46, 33): 0.8}
(5, 36),N,{(5, 38): 0.2, (5, 37): 0.8}
(5, 36),S,{(5, 34): 0.2, (5, 35): 0.8}
(5, 36),E,{(7, 36): 0.2, (6, 36): 0.8}
(5, 36),W,{(3, 36): 0.2, (4, 36): 0.8}
(9, 43),N,{(9, 45): 0.2, (9, 44): 0.8}
(9, 43),S,{(9, 41): 0.2, (9, 42): 0.8}
(9, 43),E,{(11, 43): 0.2, (10, 43): 0.8}
(9, 43),W,{(7, 43): 0.2, (8, 43): 0.8}
(29, 21),N,{(29, 23): 0.2, (29, 22): 0.8}
(29, 21),S,{(29, 19): 0.2, (29, 20): 0.8}
(29, 21),E,{(31, 21): 0.2, (30, 21): 0.8}
(29, 21),W,{(27, 21): 0.2, (28, 21): 0.8}
(48, 34),N,{(48, 36): 0.2, (48, 35): 0.8}
(48, 34),S,{(48, 32): 0.2, (48, 33): 0.8}
(48, 34),E,{(50, 34): 0.2, (49, 34): 0.8}
(48, 34),W,{(46, 34): 0.2, (47, 34): 0.8}
(21, 17),N,{(21, 19): 0.2, (21, 18): 0.8}
(21, 17),S,{(21, 15): 0.2, (21, 16): 0.8}
(21, 17),E,{(23, 17): 0.2, (22, 17): 0.8}
(21, 17),W,{(19, 17): 0.2, (20, 17): 0.8}
(40, 30),N,{(40, 32): 0.2, (40, 31): 0.8}
(40, 30),S,{(40, 28): 0.2, (40, 29): 0.8}
(40, 30),E,{(42, 30): 0.2, (41, 30): 0.8}
(40, 30),W,{(38, 30): 0.2, (39, 30): 0.8}
(6, 37),N,{(6, 39): 0.2, (6, 38): 0.8}
